metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.5641131645520352,52,0,0
rmse,0,0.6052790643329429,51,0,1
rmse,0,0.8021889857315524,51,0,2
rmse,0,0.7813092834555238,51,0,3
rmse,0,0.7381588885109581,51,0,4
rmse,0,0.5730865704021617,52,1,0
rmse,0,0.7163277295660712,51,1,1
rmse,0,0.672019576754143,51,1,2
rmse,0,0.6619764309577538,51,1,3
rmse,0,0.7894217945814066,51,1,4
rmse,0,0.774830294724853,52,2,0
rmse,0,0.8268431373155994,51,2,1
rmse,0,0.6040606971825581,51,2,2
rmse,0,0.6560476190301082,51,2,3
rmse,0,0.5611951642501776,51,2,4
rmse,0,0.5298342082603056,52,3,0
rmse,0,0.6123945405566161,51,3,1
rmse,0,0.703642344696431,51,3,2
rmse,0,0.6759061245873001,51,3,3
rmse,0,0.9744948848893383,51,3,4
rmse,0,0.8117722480244156,52,4,0
rmse,0,0.7041048954264497,51,4,1
rmse,0,0.7844175094393246,51,4,2
rmse,0,0.5187282036136883,51,4,3
rmse,0,0.6862086034044261,51,4,4
